timestamp,template_id,template,count,mean,std,threshold,z_score
2005-09-08 20:35:00,110,"- 1126211906 2005.09.08 R62-M1-NC-I:J18-U11 2005-09-08-13.38.26.477794 R62-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: In packet from node 91.0 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)",1,0.001,0.035,0.105,28.81
2005-09-21 01:00:00,112,- 1127264516 2005.09.20 R05-M0-N1-C:J06-U11 2005-09-20-18.01.56.398119 R05-M0-N1-C:J06-U11 RAS KERNEL FATAL rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,1,0.001,0.035,0.105,28.81
2005-10-19 15:05:00,116,- 1129734520 2005.10.19 R17-M0-N0-I:J18-U01 2005-10-19-08.08.40.058960 R17-M0-N0-I:J18-U01 RAS KERNEL INFO shutdown complete,1,0.001,0.035,0.105,28.81
2005-11-09 08:40:00,122,- 1131525612 2005.11.09 R62-M0-N4-C:J13-U01 2005-11-09-00.40.12.350846 R62-M0-N4-C:J13-U01 RAS KERNEL FATAL program interrupt: privileged instruction...0,1,0.001,0.035,0.105,28.81
2005-11-10 12:05:00,124,- 1131624435 2005.11.10 R22-M1-N1-C:J17-U11 2005-11-10-04.07.15.804295 R22-M1-N1-C:J17-U11 RAS KERNEL INFO 3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,1,0.001,0.035,0.105,28.81
2005-11-24 14:05:00,133,- 1132841276 2005.11.24 R03-M1-NF-C:J07-U01 2005-11-24-06.07.56.407913 R03-M1-NF-C:J07-U01 RAS KERNEL FATAL dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,1,0.001,0.035,0.105,28.81
2005-11-27 00:35:00,135,- 1133051996 2005.11.26 R03-M1-NF-C:J07-U01 2005-11-26-16.39.56.330868 R03-M1-NF-C:J07-U01 RAS KERNEL FATAL r24=0x0ffea4c8 r25=0x00000003 r26=0x0000000f r27=0xffffd000,1,0.001,0.035,0.105,28.81
2005-12-03 17:25:00,140,"- 1133630999 2005.12.03 R10-M1-N2 2005-12-03-09.29.59.645290 R10-M1-N2 NULL HARDWARE WARNING PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648",1,0.001,0.035,0.105,28.81
2005-12-03 19:30:00,141,"- 1133638373 2005.12.03 R56-M0-NA-C:J15-U11 2005-12-03-11.32.53.165837 R56-M0-NA-C:J15-U11 RAS KERNEL INFO Kernel detected 35591540 integer alignment exceptions (35591533) iar 0x0023f108, dear 0x1feaa260 (35591534) iar 0x00265564, dear 0x1feaa1c0 (35591535) iar 0x00265574, dear 0x1feaa1e0 (35591536) iar 0x00265578, dear 0x1feaa200 (35591537) iar 0x00265588, dear 0x1feaa220 (35591538) iar 0x0026558c, dear 0x1feaa240 (35591539) iar 0x00265594, dear 0x1feaa260 (35591540) iar 0x00265598, dear 0x1feaa280",1,0.001,0.035,0.105,28.81
2005-12-04 18:30:00,143,- 1133721087 2005.12.04 R71-M0-N4-C:J14-U01 2005-12-04-10.31.27.742650 R71-M0-N4-C:J14-U01 RAS KERNEL FATAL minus normalized number..................0,1,0.001,0.035,0.105,28.81
2005-12-06 02:10:00,144,- 1133835041 2005.12.05 R52-M1-NA-C:J03-U01 2005-12-05-18.10.41.610617 R52-M1-NA-C:J03-U01 RAS KERNEL FATAL fraction rounded.........................0,1,0.001,0.035,0.105,28.81
2005-12-07 01:40:00,145,- 1133919747 2005.12.06 R03-M0-N7-C:J07-U01 2005-12-06-17.42.27.383145 R03-M0-N7-C:J07-U01 RAS KERNEL FATAL size of scratchpad portion of L3.........0 (0M),1,0.001,0.035,0.105,28.81
2005-12-12 03:15:00,147,APPOUT 1134357549 2005.12.11 R63-M1-N0-I:J18-U11 2005-12-11-19.19.09.737509 R63-M1-N0-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,1,0.001,0.035,0.105,28.81
2005-12-18 18:10:00,148,- 1134929456 2005.12.18 R30-M1-N3-C:J13-U01 2005-12-18-10.10.56.366499 R30-M1-N3-C:J13-U01 RAS KERNEL INFO 2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,1,0.001,0.035,0.105,28.81
2005-12-21 15:25:00,149,"- 1135178837 2005.12.21 R62-M0-N4-I:J18-U01 2005-12-21-07.27.17.749308 R62-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /g/g24/buber/Yunsic/BlueGene/partad.develf/taddriver.32.exe: program image too big, 361544528 > 266076160",1,0.001,0.035,0.105,28.81
2005-12-26 06:45:00,150,- 1135579635 2005.12.25 R62-M1-NA-C:J04-U01 2005-12-25-22.47.15.963417 R62-M1-NA-C:J04-U01 RAS KERNEL FATAL fpr29=0xffffffff ffffffff ffffffff ffffffff,1,0.001,0.035,0.105,28.81
2005-12-26 13:10:00,151,- 1135602839 2005.12.26 R61-M0-N3-C:J11-U11 2005-12-26-05.13.59.265193 R61-M0-N3-C:J11-U11 RAS KERNEL FATAL Machine State Register: 0x0002f900,1,0.001,0.035,0.105,28.81
2005-06-20 18:10:00,48,- <*> 2005.06.20 <*> <*> <*> RAS KERNEL INFO generating <*>,7,0.01,0.245,0.745,28.52
2005-06-14 17:15:00,22,- <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL exception syndrome register: 0x00800000,4,0.006,0.143,0.435,27.949
2005-06-14 17:40:00,27,- <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL floating point instr. enabled.....1,3,0.005,0.11,0.334,27.33
2005-06-26 16:30:00,56,- <*> 2005.06.26 <*> <*> <*> RAS KERNEL INFO auxiliary processor.........................0,3,0.005,0.11,0.334,27.33
2005-11-21 21:40:00,132,APPRES <*> 2005.11.21 <*> <*> <*> RAS APP FATAL ciod: Error reading message prefix on CioStream socket to <*> Connection reset by peer,3,0.005,0.11,0.334,27.33
2005-06-14 14:10:00,18,- <*> 2005.06.14 <*> <*> <*> RAS KERNEL INFO generating <*>,4,0.008,0.151,0.461,26.439
2005-07-18 17:20:00,82,- <*> 2005.07.18 <*> <*> <*> RAS KERNEL INFO generating <*>,7,0.013,0.266,0.812,26.253
2005-06-04 07:20:00,4,APPREAD <*> <*> <*> <*> <*> RAS APP FATAL ciod: failed to read message prefix on control stream (CioStream socket to <*>,2,0.004,0.077,0.236,25.765
2005-06-09 04:05:00,12,- <*> 2005.06.08 <*> <*> <*> RAS KERNEL INFO generating <*>,2,0.004,0.077,0.236,25.765
2005-06-26 17:25:00,54,- <*> 2005.06.26 <*> <*> <*> RAS KERNEL INFO program interrupt,2,0.004,0.077,0.236,25.765
2005-06-14 18:30:00,25,- <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL <*> <*> register: 0x00002000,6,0.013,0.237,0.726,25.213
2005-06-21 18:15:00,51,- <*> 2005.06.21 <*> <*> <*> RAS KERNEL INFO generating <*>,3,0.006,0.125,0.381,23.965
2005-06-07 02:50:00,7,- <*> 2005.06.06 <*> <*> <*> RAS KERNEL INFO generating <*>,2,0.005,0.085,0.259,23.518
2005-06-15 13:55:00,43,- <*> 2005.06.15 <*> <*> <*> RAS KERNEL INFO generating <*>,2,0.005,0.085,0.259,23.518
2005-06-16 10:00:00,44,- <*> 2005.06.16 <*> <*> <*> RAS KERNEL INFO generating <*>,5,0.012,0.214,0.653,23.363
2005-09-20 19:05:00,96,"- <*> <*> NULL <*> NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",15,0.042,0.685,2.096,21.848
2005-08-04 22:35:00,64,- <*> <*> UNKNOWN_LOCATION <*> UNKNOWN_LOCATION NULL DISCOVERY INFO Ido chip status changed: <*> <*> <*> <*> status=M <*> <*> <*> <*> PDT 2005,2,0.006,0.092,0.281,21.772
2005-11-15 02:25:00,117,"KERNREC <*> <*> <*> <*> <*> RAS KERNEL FATAL Error receiving packet on tree network, expecting type 57 instead of type 3 <*> <*> 00000002 00000000) <*> PSR1=00000000 PRXF=00000002 PIXF=00000007",2,0.006,0.092,0.281,21.772
2005-06-30 00:40:00,60,- <*> 2005.06.29 <*> <*> <*> RAS KERNEL INFO generating <*>,4,0.011,0.186,0.57,21.39
2005-06-14 17:30:00,21,- <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL program interrupt: <*> <*>,4,0.014,0.189,0.583,21.037
2005-07-04 03:15:00,67,- <*> 2005.07.03 <*> <*> <*> RAS KERNEL INFO generating <*>,6,0.02,0.287,0.883,20.804
2005-07-12 12:40:00,76,- <*> 2005.07.12 <*> <*> <*> RAS KERNEL INFO generating <*>,5,0.016,0.242,0.743,20.569
2005-08-13 06:30:00,101,"- <*> <*> <*> <*> <*> RAS APP FATAL ciod: Error loading <*> invalid or missing program image, Exec format error",6,0.02,0.292,0.895,20.507
2005-08-09 17:30:00,65,- <*> <*> <*> <*> <*> NULL DISCOVERY SEVERE Can not get assembly information for node card,2,0.007,0.098,0.301,20.365
2005-08-16 04:45:00,103,KERNTERM <*> <*> <*> <*> <*> RAS KERNEL FATAL rts: kernel terminated for reason <*>,2,0.007,0.098,0.301,20.365
2005-10-17 12:00:00,115,- <*> 2005.10.17 R02-M0-N4-C:J04-U11 <*> R02-M0-N4-C:J04-U11 RAS KERNEL INFO data cache search parity error detected. attempting to correct,2,0.007,0.098,0.301,20.365
2005-06-05 15:10:00,6,- <*> <*> <*> <*> <*> RAS KERNEL FATAL force load/store alignment...............0,1,0.002,0.049,0.149,20.359
2005-06-14 17:55:00,6,- <*> <*> <*> <*> <*> RAS KERNEL FATAL force load/store alignment...............0,1,0.002,0.049,0.149,20.359
2005-06-14 17:45:00,30,- <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL debug <*> <*>,1,0.002,0.049,0.149,20.359
2005-06-14 18:20:00,30,- <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL debug <*> <*>,1,0.002,0.049,0.149,20.359
2005-06-14 17:45:00,31,- <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL byte ordering exception.....................0,1,0.002,0.049,0.149,20.359
2005-06-14 17:50:00,31,- <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL byte ordering exception.....................0,1,0.002,0.049,0.149,20.359
2005-06-30 23:20:00,62,- <*> <*> <*> <*> <*> RAS APP FATAL ciod: Error creating node map from file <*> <*> <*> <*>,1,0.002,0.049,0.149,20.359
2005-07-09 11:50:00,62,- <*> <*> <*> <*> <*> RAS APP FATAL ciod: Error creating node map from file <*> <*> <*> <*>,1,0.002,0.049,0.149,20.359
2005-07-05 19:20:00,69,- <*> <*> <*> <*> <*> RAS KERNEL INFO ciod: Missing or invalid fields on line 1 of node map file <*>,1,0.002,0.049,0.149,20.359
2005-08-15 18:50:00,69,- <*> <*> <*> <*> <*> RAS KERNEL INFO ciod: Missing or invalid fields on line 1 of node map file <*>,1,0.002,0.049,0.149,20.359
2005-09-12 12:00:00,111,- <*> <*> <*> <*> <*> RAS KERNEL INFO suppressing further interrupts of same type,1,0.002,0.049,0.149,20.359
2005-10-14 06:30:00,111,- <*> <*> <*> <*> <*> RAS KERNEL INFO suppressing further interrupts of same type,1,0.002,0.049,0.149,20.359
2005-09-29 21:00:00,113,- <*> <*> <*> <*> <*> RAS KERNEL INFO critical input interrupt (unit=0x0b <*> warning for torus <*> wire,1,0.002,0.049,0.149,20.359
2005-10-25 15:55:00,113,- <*> <*> <*> <*> <*> RAS KERNEL INFO critical input interrupt (unit=0x0b <*> warning for torus <*> wire,1,0.002,0.049,0.149,20.359
2005-11-17 13:35:00,127,- <*> 2005.11.17 <*> <*> <*> RAS KERNEL INFO <*> torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over <*> seconds,1,0.002,0.049,0.149,20.359
2005-11-17 14:15:00,127,- <*> 2005.11.17 <*> <*> <*> RAS KERNEL INFO <*> torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over <*> seconds,1,0.002,0.049,0.149,20.359
2005-11-21 12:20:00,129,KERNMNTF <*> <*> <*> <*> <*> RAS KERNEL FATAL Lustre mount FAILED : <*> : block_id : location,1,0.002,0.049,0.149,20.359
2005-12-04 20:05:00,129,KERNMNTF <*> <*> <*> <*> <*> RAS KERNEL FATAL Lustre mount FAILED : <*> : block_id : location,1,0.002,0.049,0.149,20.359
2005-11-21 19:05:00,131,APPTO <*> 2005.11.21 <*> <*> <*> RAS APP FATAL ciod: Error reading message prefix on CioStream socket to <*> Connection timed out,1,0.002,0.049,0.149,20.359
2005-11-21 22:45:00,131,APPTO <*> 2005.11.21 <*> <*> <*> RAS APP FATAL ciod: Error reading message prefix on CioStream socket to <*> Connection timed out,1,0.002,0.049,0.149,20.359
2005-11-29 16:10:00,136,- <*> <*> R55-M0-N9-C:J06-U11 <*> R55-M0-N9-C:J06-U11 RAS KERNEL INFO <*> tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over <*> seconds,1,0.002,0.049,0.149,20.359
2005-12-03 21:45:00,136,- <*> <*> R55-M0-N9-C:J06-U11 <*> R55-M0-N9-C:J06-U11 RAS KERNEL INFO <*> tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over <*> seconds,1,0.002,0.049,0.149,20.359
2005-06-07 19:20:00,9,- <*> 2005.06.07 <*> <*> <*> RAS KERNEL INFO generating <*>,5,0.018,0.247,0.759,20.164
2005-11-08 19:15:00,121,- <*> 2005.11.08 <*> <*> <*> RAS KERNEL INFO iar <*> dear <*>,6,0.022,0.298,0.915,20.087
2005-07-10 14:40:00,74,- <*> 2005.07.10 <*> <*> <*> RAS KERNEL INFO generating <*>,6,0.017,0.302,0.923,19.815
2005-07-10 14:45:00,74,- <*> 2005.07.10 <*> <*> <*> RAS KERNEL INFO generating <*>,6,0.017,0.302,0.923,19.815
2005-06-14 16:55:00,19,- <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL data <*> <*>,4,0.016,0.205,0.63,19.471
2005-07-27 02:15:00,89,- <*> 2005.07.26 <*> <*> <*> RAS KERNEL INFO generating <*>,9,0.035,0.463,1.423,19.371
2005-06-14 17:45:00,29,- <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL floating pt ex mode <*> enable......0,2,0.006,0.104,0.318,19.192
2005-06-14 18:15:00,29,- <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL floating pt ex mode <*> enable......0,2,0.006,0.104,0.318,19.192
2005-08-28 10:15:00,106,- <*> 2005.08.28 <*> <*> <*> RAS KERNEL INFO iar <*> dear <*>,5,0.023,0.261,0.806,19.077
2005-09-21 00:55:00,49,"- <*> <*> <*> <*> <*> RAS APP FATAL ciod: Error loading <*> invalid or missing program image, No such file or directory",4,0.025,0.209,0.654,18.973
2005-08-26 19:20:00,105,- <*> 2005.08.26 <*> <*> <*> RAS KERNEL INFO iar <*> dear <*>,10,0.043,0.531,1.637,18.746
2005-07-04 09:30:00,68,- <*> 2005.07.04 <*> <*> <*> RAS KERNEL INFO generating <*>,4,0.019,0.224,0.691,17.772
2005-11-10 00:25:00,123,- <*> 2005.11.09 <*> <*> <*> RAS KERNEL INFO iar <*> dear <*>,3,0.012,0.17,0.521,17.626
2005-11-10 02:45:00,123,- <*> 2005.11.09 <*> <*> <*> RAS KERNEL INFO iar <*> dear <*>,3,0.012,0.17,0.521,17.626
2005-07-01 11:20:00,63,- <*> 2005.07.01 <*> <*> <*> RAS KERNEL INFO generating <*>,6,0.026,0.342,1.054,17.447
2005-09-12 15:30:00,102,APPSEV <*> <*> <*> <*> <*> RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*> Link has been severed,2,0.011,0.115,0.354,17.366
2005-11-21 14:55:00,130,- <*> 2005.11.21 R26-M0-N0-I:J18-U11 <*> R26-M0-N0-I:J18-U11 RAS KERNEL INFO MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),2,0.008,0.115,0.353,17.357
2005-11-21 15:20:00,130,- <*> 2005.11.21 R26-M0-N0-I:J18-U11 <*> R26-M0-N0-I:J18-U11 RAS KERNEL INFO MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),2,0.008,0.115,0.353,17.357
2005-06-14 16:50:00,16,KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt,7,0.036,0.403,1.245,17.283
2005-07-27 02:25:00,89,- <*> 2005.07.26 <*> <*> <*> RAS KERNEL INFO generating <*>,8,0.035,0.463,1.423,17.211
2005-08-13 06:25:00,101,"- <*> <*> <*> <*> <*> RAS APP FATAL ciod: Error loading <*> invalid or missing program image, Exec format error",5,0.02,0.292,0.895,17.078
2005-06-14 17:40:00,23,- <*> <*> <*> <*> <*> RAS KERNEL <*> data store interrupt caused by <*>,3,0.012,0.176,0.541,16.932
2005-06-26 16:30:00,23,- <*> <*> <*> <*> <*> RAS KERNEL <*> data store interrupt caused by <*>,3,0.012,0.176,0.541,16.932
2005-07-25 01:45:00,87,- <*> 2005.07.24 <*> <*> <*> RAS KERNEL INFO generating <*>,3,0.012,0.176,0.541,16.932
2005-07-25 01:50:00,87,- <*> 2005.07.24 <*> <*> <*> RAS KERNEL INFO generating <*>,3,0.012,0.176,0.541,16.932
2005-08-26 19:25:00,105,- <*> 2005.08.26 <*> <*> <*> RAS KERNEL INFO iar <*> dear <*>,9,0.043,0.531,1.637,16.863
2005-06-30 15:30:00,61,- <*> 2005.06.30 <*> <*> <*> RAS KERNEL INFO generating <*>,5,0.029,0.297,0.92,16.737
2005-12-13 17:50:00,134,APPSEV <*> <*> <*> <*> <*> RAS APP FATAL ciod: Error reading message prefix on CioStream socket to <*> Link has been severed,2,0.01,0.12,0.369,16.617
2005-12-15 07:15:00,134,APPSEV <*> <*> <*> <*> <*> RAS APP FATAL ciod: Error reading message prefix on CioStream socket to <*> Link has been severed,2,0.01,0.12,0.369,16.617
2005-12-07 04:00:00,146,"- <*> 2005.12.06 <*> <*> <*> RAS KERNEL INFO Kernel detected <*> integer alignment exceptions <*> iar 0x00544ea8, dear <*> <*> iar 0x00544eb8, dear <*> <*> iar 0x00544ea8, dear <*> <*> iar 0x00544eb8, dear <*> <*> iar 0x00544ee0, dear <*> <*> iar 0x00544ef0, dear <*> <*> iar 0x00544ee0, dear <*> <*> iar 0x00544ef0, dear <*>",2,0.01,0.12,0.369,16.617
