level,message_pattern,first_seen,last_seen,count
WARN,Health check response time elevated endpoint=/health latency=232ms,2026-06-01 03:38:01.452000+00:00,2026-06-01 15:56:12.599000+00:00,2
WARN,Health check response time elevated endpoint=/health latency=173ms,2026-06-01 03:41:25.463000+00:00,2026-06-01 08:04:34.343000+00:00,2
WARN,Health check response time elevated endpoint=/health latency=187ms,2026-06-01 03:55:53.744000+00:00,2026-06-01 20:17:30.106000+00:00,7
WARN,Health check response time elevated endpoint=/health latency=238ms,2026-06-01 04:17:19.867000+00:00,2026-06-01 23:29:39.373000+00:00,6
WARN,Health check response time elevated endpoint=/health latency=188ms,2026-06-01 04:20:11.468000+00:00,2026-06-01 22:09:42.068000+00:00,8
WARN,Health check response time elevated endpoint=/health latency=244ms,2026-06-01 04:21:24.269000+00:00,2026-06-01 22:10:06.068000+00:00,9
WARN,Health check response time elevated endpoint=/health latency=185ms,2026-06-01 04:45:27.976000+00:00,2026-06-01 23:31:14.008000+00:00,7
WARN,Health check response time elevated endpoint=/health latency=120ms,2026-06-01 04:49:02.073000+00:00,2026-06-01 12:10:56.054000+00:00,3
WARN,Health check response time elevated endpoint=/health latency=221ms,2026-06-01 04:50:50.859000+00:00,2026-06-01 20:40:28.609000+00:00,8
WARN,Health check response time elevated endpoint=/health latency=214ms,2026-06-01 05:08:31.529000+00:00,2026-06-01 22:14:50.935000+00:00,7
WARN,Health check response time elevated endpoint=/health latency=179ms,2026-06-01 05:20:41.729000+00:00,2026-06-01 23:40:17.215000+00:00,6
WARN,Health check response time elevated endpoint=/health latency=193ms,2026-06-01 05:32:09.481000+00:00,2026-06-01 22:35:58.161000+00:00,5
WARN,Health check response time elevated endpoint=/health latency=167ms,2026-06-01 05:33:36.446000+00:00,2026-06-01 22:59:43.431000+00:00,6
WARN,Health check response time elevated endpoint=/health latency=133ms,2026-06-01 05:45:48.706000+00:00,2026-06-01 23:20:23.369000+00:00,7
WARN,Health check response time elevated endpoint=/health latency=162ms,2026-06-01 05:57:28.388000+00:00,2026-06-01 23:24:03.090000+00:00,6
WARN,Health check response time elevated endpoint=/health latency=228ms,2026-06-01 06:16:42.998000+00:00,2026-06-01 22:14:58.724000+00:00,2
WARN,Health check response time elevated endpoint=/health latency=190ms,2026-06-01 06:20:28.761000+00:00,2026-06-01 23:44:38.961000+00:00,7
WARN,Health check response time elevated endpoint=/health latency=125ms,2026-06-01 06:30:00.939000+00:00,2026-06-01 22:58:37.309000+00:00,5
WARN,GC overhead limit warning: pause=713ms heap=<num>%,2026-06-01 06:30:32.992000+00:00,2026-06-01 22:04:09.858000+00:00,6
WARN,Health check response time elevated endpoint=/health latency=211ms,2026-06-01 06:30:49.759000+00:00,2026-06-01 22:34:02.488000+00:00,8
WARN,GC overhead limit warning: pause=708ms heap=<num>%,2026-06-01 06:32:25.507000+00:00,2026-06-01 19:04:05.681000+00:00,3
WARN,Health check response time elevated endpoint=/health latency=207ms,2026-06-01 06:33:50.265000+00:00,2026-06-01 19:05:16.913000+00:00,5
WARN,ProductCatalogCache eviction failed: heap pressure too high,2026-06-01 06:33:57.795000+00:00,2026-06-01 23:59:21.113000+00:00,2671
WARN,Slow response detected endpoint=/api/cart latency=1153ms,2026-06-01 06:34:56.284000+00:00,2026-06-01 23:40:57.013000+00:00,2
WARN,GC overhead limit warning: pause=634ms heap=<num>%,2026-06-01 06:35:07.594000+00:00,2026-06-01 06:35:07.594000+00:00,1
WARN,Health check response time elevated endpoint=/health latency=166ms,2026-06-01 06:35:19.038000+00:00,2026-06-01 11:47:03.353000+00:00,5
WARN,Slow response detected endpoint=/api/cart latency=1957ms,2026-06-01 06:36:07.810000+00:00,2026-06-01 07:36:52.260000+00:00,2
WARN,Health check response time elevated endpoint=/health latency=159ms,2026-06-01 06:36:32.112000+00:00,2026-06-01 06:36:32.112000+00:00,1
WARN,GC overhead limit warning: pause=540ms heap=<num>%,2026-06-01 06:36:35.788000+00:00,2026-06-01 23:36:50.643000+00:00,4
WARN,Health check response time elevated endpoint=/health latency=222ms,2026-06-01 06:38:49.250000+00:00,2026-06-01 21:21:05.265000+00:00,9
WARN,GC overhead limit warning: pause=421ms heap=<num>%,2026-06-01 06:39:05.570000+00:00,2026-06-01 23:04:28.246000+00:00,10
WARN,Slow response detected endpoint=/api/cart latency=2505ms,2026-06-01 06:40:32.891000+00:00,2026-06-01 19:57:49.084000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=2259ms,2026-06-01 06:40:41.975000+00:00,2026-06-01 17:01:24.933000+00:00,2
WARN,Health check response time elevated endpoint=/health latency=132ms,2026-06-01 06:41:41.316000+00:00,2026-06-01 18:38:19.448000+00:00,3
WARN,Health check response time elevated endpoint=/health latency=216ms,2026-06-01 06:42:43.370000+00:00,2026-06-01 19:44:05.560000+00:00,7
WARN,GC overhead limit warning: pause=765ms heap=<num>%,2026-06-01 06:44:52.686000+00:00,2026-06-01 21:18:32.409000+00:00,8
WARN,GC overhead limit warning: pause=650ms heap=<num>%,2026-06-01 06:44:55.676000+00:00,2026-06-01 20:59:57.010000+00:00,5
WARN,GC overhead limit warning: pause=221ms heap=<num>%,2026-06-01 06:45:11.597000+00:00,2026-06-01 14:40:51.343000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=836ms,2026-06-01 06:45:43.871000+00:00,2026-06-01 14:36:21.966000+00:00,2
WARN,GC overhead limit warning: pause=778ms heap=<num>%,2026-06-01 06:45:45.062000+00:00,2026-06-01 22:30:28.879000+00:00,11
WARN,Slow response detected endpoint=/api/cart latency=2633ms,2026-06-01 06:46:40.559000+00:00,2026-06-01 22:03:20.961000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=2143ms,2026-06-01 06:47:42.004000+00:00,2026-06-01 06:47:42.004000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=1743ms,2026-06-01 06:48:13.501000+00:00,2026-06-01 06:48:13.501000+00:00,1
WARN,Health check response time elevated endpoint=/health latency=240ms,2026-06-01 06:49:14.831000+00:00,2026-06-01 21:08:57.811000+00:00,7
WARN,GC overhead limit warning: pause=260ms heap=<num>%,2026-06-01 06:49:19.608000+00:00,2026-06-01 20:24:56.236000+00:00,7
WARN,GC overhead limit warning: pause=573ms heap=<num>%,2026-06-01 06:50:05.690000+00:00,2026-06-01 17:34:35.725000+00:00,4
WARN,GC overhead limit warning: pause=555ms heap=<num>%,2026-06-01 06:51:12.659000+00:00,2026-06-01 19:48:14.938000+00:00,3
WARN,GC overhead limit warning: pause=724ms heap=<num>%,2026-06-01 06:52:03.194000+00:00,2026-06-01 22:44:14.212000+00:00,7
WARN,GC overhead limit warning: pause=320ms heap=<num>%,2026-06-01 06:52:11.929000+00:00,2026-06-01 22:29:43.809000+00:00,8
WARN,GC overhead limit warning: pause=319ms heap=<num>%,2026-06-01 06:52:53.373000+00:00,2026-06-01 23:30:16.644000+00:00,6
WARN,GC overhead limit warning: pause=237ms heap=<num>%,2026-06-01 06:56:18.607000+00:00,2026-06-01 23:40:42.351000+00:00,8
WARN,GC overhead limit warning: pause=630ms heap=<num>%,2026-06-01 06:56:41.290000+00:00,2026-06-01 23:20:46.186000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=2401ms,2026-06-01 06:56:53.514000+00:00,2026-06-01 23:30:04.683000+00:00,2
WARN,GC overhead limit warning: pause=715ms heap=<num>%,2026-06-01 06:57:31.647000+00:00,2026-06-01 23:24:44.154000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=1639ms,2026-06-01 06:57:47.128000+00:00,2026-06-01 19:45:03.531000+00:00,2
WARN,GC overhead limit warning: pause=334ms heap=<num>%,2026-06-01 06:58:08.506000+00:00,2026-06-01 21:10:17.662000+00:00,5
WARN,Slow response detected endpoint=/api/cart latency=1903ms,2026-06-01 06:58:47.335000+00:00,2026-06-01 06:58:47.335000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=2458ms,2026-06-01 06:59:05.414000+00:00,2026-06-01 21:24:37.450000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=2706ms,2026-06-01 07:00:07.328000+00:00,2026-06-01 07:00:07.328000+00:00,1
WARN,GC overhead limit warning: pause=483ms heap=<num>%,2026-06-01 07:01:09.586000+00:00,2026-06-01 21:37:49.041000+00:00,3
WARN,GC overhead limit warning: pause=342ms heap=<num>%,2026-06-01 07:01:51.432000+00:00,2026-06-01 21:44:42.946000+00:00,3
WARN,GC overhead limit warning: pause=396ms heap=<num>%,2026-06-01 07:02:47.581000+00:00,2026-06-01 21:48:46.647000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=1698ms,2026-06-01 07:04:17.731000+00:00,2026-06-01 17:50:35.525000+00:00,2
WARN,Health check response time elevated endpoint=/health latency=158ms,2026-06-01 07:05:28.918000+00:00,2026-06-01 20:09:33.126000+00:00,4
WARN,GC overhead limit warning: pause=314ms heap=<num>%,2026-06-01 07:05:40.649000+00:00,2026-06-01 15:42:01.197000+00:00,3
WARN,Slow response detected endpoint=/api/cart latency=1085ms,2026-06-01 07:07:06.341000+00:00,2026-06-01 07:07:06.341000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=2538ms,2026-06-01 07:07:11.079000+00:00,2026-06-01 14:07:39.616000+00:00,2
WARN,GC overhead limit warning: pause=776ms heap=<num>%,2026-06-01 07:07:12.549000+00:00,2026-06-01 23:26:45.148000+00:00,6
WARN,GC overhead limit warning: pause=359ms heap=<num>%,2026-06-01 07:08:07.889000+00:00,2026-06-01 23:52:50.957000+00:00,9
WARN,Slow response detected endpoint=/api/cart latency=922ms,2026-06-01 07:09:47.834000+00:00,2026-06-01 17:32:06.472000+00:00,3
WARN,GC overhead limit warning: pause=383ms heap=<num>%,2026-06-01 07:09:57.875000+00:00,2026-06-01 21:47:00.531000+00:00,6
WARN,GC overhead limit warning: pause=659ms heap=<num>%,2026-06-01 07:11:03.475000+00:00,2026-06-01 14:50:54.126000+00:00,2
WARN,Health check response time elevated endpoint=/health latency=229ms,2026-06-01 07:11:44.312000+00:00,2026-06-01 23:34:21.132000+00:00,4
WARN,Health check response time elevated endpoint=/health latency=157ms,2026-06-01 07:11:46.487000+00:00,2026-06-01 21:31:27.222000+00:00,5
WARN,Slow response detected endpoint=/api/cart latency=2424ms,2026-06-01 07:12:07.486000+00:00,2026-06-01 07:12:07.486000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=1594ms,2026-06-01 07:12:50.678000+00:00,2026-06-01 07:12:50.678000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=2510ms,2026-06-01 07:13:08.431000+00:00,2026-06-01 23:26:26.383000+00:00,3
WARN,GC overhead limit warning: pause=509ms heap=<num>%,2026-06-01 07:13:35.048000+00:00,2026-06-01 20:54:00.355000+00:00,5
WARN,GC overhead limit warning: pause=413ms heap=<num>%,2026-06-01 07:14:26.775000+00:00,2026-06-01 22:44:00.547000+00:00,5
WARN,Health check response time elevated endpoint=/health latency=235ms,2026-06-01 07:14:34.599000+00:00,2026-06-01 23:21:53.386000+00:00,6
WARN,GC overhead limit warning: pause=545ms heap=<num>%,2026-06-01 07:14:43.309000+00:00,2026-06-01 22:58:04.489000+00:00,4
WARN,Health check response time elevated endpoint=/health latency=213ms,2026-06-01 07:15:41.318000+00:00,2026-06-01 15:23:44.790000+00:00,6
WARN,GC overhead limit warning: pause=492ms heap=<num>%,2026-06-01 07:15:47.459000+00:00,2026-06-01 23:25:40.208000+00:00,6
WARN,GC overhead limit warning: pause=501ms heap=<num>%,2026-06-01 07:15:49.207000+00:00,2026-06-01 20:32:28.240000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=2026ms,2026-06-01 07:16:17.192000+00:00,2026-06-01 22:59:53.915000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=1792ms,2026-06-01 07:17:21.685000+00:00,2026-06-01 14:46:10.951000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=1868ms,2026-06-01 07:18:57.986000+00:00,2026-06-01 07:18:57.986000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=2720ms,2026-06-01 07:20:16.532000+00:00,2026-06-01 19:06:39.782000+00:00,3
WARN,Health check response time elevated endpoint=/health latency=184ms,2026-06-01 07:20:28.148000+00:00,2026-06-01 08:46:40.289000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=837ms,2026-06-01 07:20:47.666000+00:00,2026-06-01 22:38:46.966000+00:00,3
WARN,Slow response detected endpoint=/api/cart latency=1200ms,2026-06-01 07:20:50.653000+00:00,2026-06-01 07:20:50.653000+00:00,1
WARN,Health check response time elevated endpoint=/health latency=149ms,2026-06-01 07:22:10.203000+00:00,2026-06-01 23:36:13.603000+00:00,4
WARN,GC overhead limit warning: pause=718ms heap=<num>%,2026-06-01 07:23:18.362000+00:00,2026-06-01 19:06:36.056000+00:00,5
WARN,Health check response time elevated endpoint=/health latency=123ms,2026-06-01 07:23:39.120000+00:00,2026-06-01 12:22:23.151000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=2731ms,2026-06-01 07:27:10.651000+00:00,2026-06-01 21:32:31.680000+00:00,2
WARN,GC overhead limit warning: pause=434ms heap=<num>%,2026-06-01 07:29:25.830000+00:00,2026-06-01 07:29:25.830000+00:00,1
WARN,GC overhead limit warning: pause=584ms heap=<num>%,2026-06-01 07:30:47.684000+00:00,2026-06-01 22:31:01.553000+00:00,4
WARN,GC overhead limit warning: pause=283ms heap=<num>%,2026-06-01 07:31:17.211000+00:00,2026-06-01 23:11:04.178000+00:00,5
WARN,Slow response detected endpoint=/api/cart latency=1457ms,2026-06-01 07:32:36.646000+00:00,2026-06-01 19:09:41.894000+00:00,2
WARN,Health check response time elevated endpoint=/health latency=227ms,2026-06-01 07:32:38.259000+00:00,2026-06-01 09:54:33.191000+00:00,2
WARN,Health check response time elevated endpoint=/health latency=204ms,2026-06-01 07:33:31.089000+00:00,2026-06-01 21:12:35.583000+00:00,8
WARN,GC overhead limit warning: pause=209ms heap=<num>%,2026-06-01 07:33:48.459000+00:00,2026-06-01 19:48:38.013000+00:00,2
WARN,GC overhead limit warning: pause=453ms heap=<num>%,2026-06-01 07:34:22.909000+00:00,2026-06-01 16:01:17.416000+00:00,2
WARN,GC overhead limit warning: pause=506ms heap=<num>%,2026-06-01 07:35:13.133000+00:00,2026-06-01 20:59:18.858000+00:00,8
WARN,Slow response detected endpoint=/api/cart latency=2861ms,2026-06-01 07:35:28.301000+00:00,2026-06-01 14:36:21.802000+00:00,2
WARN,Health check response time elevated endpoint=/health latency=144ms,2026-06-01 07:35:40.402000+00:00,2026-06-01 19:52:21.879000+00:00,3
WARN,GC overhead limit warning: pause=244ms heap=<num>%,2026-06-01 07:36:06.796000+00:00,2026-06-01 19:43:20.185000+00:00,2
WARN,GC overhead limit warning: pause=631ms heap=<num>%,2026-06-01 07:38:45.072000+00:00,2026-06-01 22:40:53.015000+00:00,4
WARN,Health check response time elevated endpoint=/health latency=245ms,2026-06-01 07:41:17.253000+00:00,2026-06-01 22:58:52.740000+00:00,4
WARN,GC overhead limit warning: pause=279ms heap=<num>%,2026-06-01 07:42:46.499000+00:00,2026-06-01 07:42:46.499000+00:00,1
WARN,GC overhead limit warning: pause=253ms heap=<num>%,2026-06-01 07:43:08.099000+00:00,2026-06-01 23:12:41.395000+00:00,3
WARN,GC overhead limit warning: pause=788ms heap=<num>%,2026-06-01 07:44:53.571000+00:00,2026-06-01 22:19:07.176000+00:00,6
WARN,GC overhead limit warning: pause=749ms heap=<num>%,2026-06-01 07:45:56.477000+00:00,2026-06-01 23:12:32.666000+00:00,7
WARN,Slow response detected endpoint=/api/cart latency=684ms,2026-06-01 07:46:17.137000+00:00,2026-06-01 20:36:50.790000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=949ms,2026-06-01 07:47:09.284000+00:00,2026-06-01 07:47:09.284000+00:00,1
WARN,Health check response time elevated endpoint=/health latency=230ms,2026-06-01 07:47:57.720000+00:00,2026-06-01 19:23:58.994000+00:00,3
WARN,Slow response detected endpoint=/api/cart latency=824ms,2026-06-01 07:49:32.626000+00:00,2026-06-01 23:30:55.975000+00:00,2
WARN,GC overhead limit warning: pause=427ms heap=<num>%,2026-06-01 07:50:08.264000+00:00,2026-06-01 20:38:14.636000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=2474ms,2026-06-01 07:51:22.573000+00:00,2026-06-01 07:51:22.573000+00:00,1
WARN,Health check response time elevated endpoint=/health latency=182ms,2026-06-01 07:54:04.267000+00:00,2026-06-01 14:13:01.390000+00:00,4
WARN,Health check response time elevated endpoint=/health latency=148ms,2026-06-01 07:54:28.089000+00:00,2026-06-01 22:55:42.021000+00:00,7
WARN,GC overhead limit warning: pause=581ms heap=<num>%,2026-06-01 07:56:14.916000+00:00,2026-06-01 21:25:11.309000+00:00,5
WARN,Health check response time elevated endpoint=/health latency=209ms,2026-06-01 07:56:54.896000+00:00,2026-06-01 23:57:03.285000+00:00,11
WARN,Health check response time elevated endpoint=/health latency=219ms,2026-06-01 07:57:02.802000+00:00,2026-06-01 19:57:45.921000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=2654ms,2026-06-01 07:57:05.891000+00:00,2026-06-01 07:57:05.891000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=1211ms,2026-06-01 07:59:13.089000+00:00,2026-06-01 16:15:31.628000+00:00,2
WARN,GC overhead limit warning: pause=527ms heap=<num>%,2026-06-01 08:01:32.341000+00:00,2026-06-01 23:30:17.531000+00:00,4
WARN,GC overhead limit warning: pause=675ms heap=<num>%,2026-06-01 08:01:54.078000+00:00,2026-06-01 22:03:14.287000+00:00,6
WARN,Slow response detected endpoint=/api/cart latency=977ms,2026-06-01 08:03:00.459000+00:00,2026-06-01 18:48:28.129000+00:00,2
WARN,Health check response time elevated endpoint=/health latency=195ms,2026-06-01 08:04:00.468000+00:00,2026-06-01 23:39:04.491000+00:00,5
WARN,Health check response time elevated endpoint=/health latency=155ms,2026-06-01 08:04:14.363000+00:00,2026-06-01 16:16:14.418000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=2664ms,2026-06-01 08:04:28.004000+00:00,2026-06-01 08:04:28.004000+00:00,1
WARN,GC overhead limit warning: pause=288ms heap=<num>%,2026-06-01 08:07:20.446000+00:00,2026-06-01 08:07:20.446000+00:00,1
WARN,GC overhead limit warning: pause=456ms heap=<num>%,2026-06-01 08:09:01.735000+00:00,2026-06-01 20:35:19.255000+00:00,5
WARN,GC overhead limit warning: pause=353ms heap=<num>%,2026-06-01 08:09:56.861000+00:00,2026-06-01 22:37:01.571000+00:00,7
WARN,Slow response detected endpoint=/api/cart latency=2970ms,2026-06-01 08:10:18.094000+00:00,2026-06-01 18:15:20.997000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=1889ms,2026-06-01 08:10:35.199000+00:00,2026-06-01 09:53:54.120000+00:00,2
WARN,GC overhead limit warning: pause=618ms heap=<num>%,2026-06-01 08:11:05.145000+00:00,2026-06-01 19:48:58.734000+00:00,3
WARN,GC overhead limit warning: pause=202ms heap=<num>%,2026-06-01 08:11:47.353000+00:00,2026-06-01 23:14:16.588000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=2769ms,2026-06-01 08:12:05.320000+00:00,2026-06-01 08:12:05.320000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=2577ms,2026-06-01 08:12:26.436000+00:00,2026-06-01 08:12:26.436000+00:00,1
WARN,Health check response time elevated endpoint=/health latency=239ms,2026-06-01 08:13:32.938000+00:00,2026-06-01 19:55:44.865000+00:00,6
WARN,Health check response time elevated endpoint=/health latency=225ms,2026-06-01 08:14:01.345000+00:00,2026-06-01 23:14:55.634000+00:00,9
WARN,Slow response detected endpoint=/api/cart latency=1250ms,2026-06-01 08:15:06.610000+00:00,2026-06-01 08:15:06.610000+00:00,1
WARN,GC overhead limit warning: pause=597ms heap=<num>%,2026-06-01 08:16:09.478000+00:00,2026-06-01 23:06:46.953000+00:00,4
WARN,GC overhead limit warning: pause=719ms heap=<num>%,2026-06-01 08:17:54.916000+00:00,2026-06-01 20:21:22.889000+00:00,3
WARN,GC overhead limit warning: pause=487ms heap=<num>%,2026-06-01 08:20:12.459000+00:00,2026-06-01 21:43:58.836000+00:00,4
WARN,GC overhead limit warning: pause=259ms heap=<num>%,2026-06-01 08:21:07.544000+00:00,2026-06-01 21:07:21.061000+00:00,8
